"AHA_ID","Medicare_Provider_ID","Hospital_Name","System_member","System_ID","System_Name","Admissions_2011","HMA_Member","HMA_System_Name","HCAHPS.Answer.Percent.2011"
"6421040",150089,"Indiana University Health Ball Memorial Hospital","Y","5990231","Indiana University Health",18425,"Y","Indiana University Health",63
"6421045",150044,"Floyd Memorial Hospital and Health Services",NA,NA,NA,14611,NA,NA,71
"6421050",150125,"Community Hospital","Y","5990249","Community Healthcare System",21563,NA,NA,73
"6421080",150030,"Henry County Hospital",NA,NA,NA,2822,NA,NA,73
"6421098",150059,"Riverview Hospital",NA,NA,NA,5233,NA,NA,71
"6421105",151303,"St. Vincent Jennings Hospital","Y","5990198","Ascension Health",376,"Y","Ascension",69
"6421108",151306,"Indiana University Health Paoli Hospital","Y","5990231","Indiana University Health",559,"Y","Indiana University Health",62
"6421120",151318,"Dukes Memorial Hospital","Y","5990080","Community Health Systems, Inc.",1478,NA,NA,69
"6421150",150076,"Saint Joseph Regional Medical Center-Plymouth Campus","Y","5990219","Trinity Health",2613,"N","Trinity Health",76
"6421160",151320,"Jay County Hospital","Y","5990231","Indiana University Health",1169,"Y","Indiana University Health",78
"6421170",151319,"Gibson General Hospital","Y","5990317","Alliant Management Services",753,NA,NA,72
"6421190",150048,"Reid Hospital and Health Care Services",NA,NA,NA,11520,NA,NA,72
"6421259",151334,"Scott Memorial Hospital","Y","5990052","Jewish Hospital & St. Mary's HealthCare",1095,NA,NA,78
"6421260",150065,"Schneck Medical Center",NA,NA,NA,3727,NA,NA,77
"6421270",150097,"Major Hospital",NA,NA,NA,2666,NA,NA,73
"6421272",150163,"Saint Catherine Regional Hospital","Y","5990351","Saint Catherine Healthcare, LLC",2070,NA,NA,60
"6421290",150058,"Memorial Hospital of South Bend",NA,NA,NA,19821,NA,NA,68
"6421300",150012,"Saint Joseph Regional Medical Center","Y","5990219","Trinity Health",15538,"N","Trinity Health",74
"6421310",151327,"Sullivan County Community Hospital","Y","5990002","QHR",987,NA,NA,71
"6421325",151322,"Perry County Memorial Hospital","Y","5990317","Alliant Management Services",1367,NA,NA,77
"6421360",150046,"Terre Haute Regional Hospital","Y","5990048","HCA",6793,"Y","HCA Healthcare",71
"6421366",150023,"Union Hospital",NA,NA,NA,17370,NA,NA,69
"6421370",151311,"Indiana University Health Tipton Hospital","Y","5990231","Indiana University Health",1373,"Y","Indiana University Health",68
"6421390",150035,"Porter-Valparaiso Hospital Campus","Y","5990080","Community Health Systems, Inc.",13463,NA,NA,71
"6421410",150042,"Good Samaritan Hospital",NA,NA,NA,7653,NA,NA,78
"6421430",151310,"Wabash County Hospital","Y","5990317","Alliant Management Services",829,NA,NA,80
"6421440",150133,"Kosciusko Community Hospital","Y","5990080","Community Health Systems, Inc.",3958,NA,NA,70
"6421460",150061,"Daviess Community Hospital","Y","5990002","QHR",2977,"Y","Ascension",71
"6421480",151307,"St. Vincent Williamsport Hospital","Y","5990198","Ascension Health",862,"Y","Ascension",72
"6421490",151301,"St. Vincent Randolph Hospital","Y","5990198","Ascension Health",1234,"Y","Ascension",64
"6424005",151328,"Indiana University Health Bedford Hospital","Y","5990231","Indiana University Health",1312,"Y","Indiana University Health",78
"6430001",140113,"Provena Covenant Medical Center","Y","5990851","Presence Health",7949,NA,NA,67
"6430010",140002,"Alton Memorial Hospital","Y","5990051","BJC HealthCare",6663,"Y","BJC HealthCare",73
"6430016",140280,"Trinity Rock Island","Y","5990061","Iowa Health System",16488,"Y","UnityPoint Health",66
"6430017",140015,"Blessing Hospital",NA,NA,NA,13872,NA,NA,72
"6430019",140242,"Central DuPage Hospital","Y","5990813","Cadence Health",22691,"Y","Northwestern Medicine",71
"6430021",140010,"NorthShore University Health System Evanston Hospital","Y","5990470","NorthShore University HealthSystem",42250,NA,NA,69
"6430024",140182,"Advocate Illinois Masonic Medical Center","Y","5990064","Advocate Health Care",16921,"Y","Advocate Aurora Health",70
"6430028",140172,"Franciscan St. James Hospital and Health Centers","Y","5995345","Franciscan Alliance",22349,NA,NA,60
"6430030",140052,"Saint Anthony's Health Center",NA,NA,NA,4043,NA,NA,73
"6430034",140304,"Adventist Bolingbrook Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",5590,"Y","Advent Health (formerly Adventist Health System (FL))",67
"6430070",141342,"Union County Hospital","Y","5990080","Community Health Systems, Inc.",840,NA,NA,81
"6430100",140029,"Rush-Copley Medical Center","Y","5993855","Rush University Medical Center",13136,"Y","Rush University Medical Center",69
"6430115",140174,"Provena Mercy Medical Center","Y","5990851","Presence Health",10015,"Y","Ascension",69
"6430160",140291,"Advocate Good Shepherd Hospital","Y","5990064","Advocate Health Care",10817,"Y","Advocate Aurora Health",72
"6430195",140185,"Memorial Hospital",NA,NA,NA,17300,"Y","BJC HealthCare",76
"6430200",140187,"St. Elizabeth's Hospital","Y","5995355","Hospital Sisters Health System",11855,"Y","Hospital Sisters Health System",66
"6430240",140054,"MacNeal Hospital","Y","5990193","Vanguard Health System",17096,"N","Trinity Health",71
"6430245",140127,"Advocate BroMenn Medical Center","Y","5990064","Advocate Health Care",9942,"Y","Advocate Aurora Health",72
"6430260",140162,"OSF St. Joseph Medical Center","Y","5995335","OSF Healthcare System",6184,NA,NA,70
"6430270",140118,"MetroSouth Medical Center","Y","5990080","Community Health Systems, Inc.",10052,NA,NA,69
"6430280",140145,"St. Joseph's Hospital","Y","5995355","Hospital Sisters Health System",1679,"Y","Hospital Sisters Health System",79
"6430320",140001,"Graham Hospital",NA,NA,NA,2743,NA,NA,74
"6430327",140164,"Memorial Hospital of Carbondale","Y","5994175","Southern Illinois Hospital Services",10166,NA,NA,71
"6430337",141347,"Carlinville Area Hospital","Y","5990585","HealthTech Management Services",578,NA,NA,75
"6430360",140034,"St. Mary's Hospital","Y","5995455","SSM Health Care",6714,"Y","SSM Health",81
"6430375",140189,"Sarah Bush Lincoln Health Center",NA,NA,NA,6459,NA,NA,70
"6430400",140115,"Thorek Memorial Hospital",NA,NA,NA,6410,NA,NA,65
"6430405",140223,"Advocate Lutheran General Hospital","Y","5990064","Advocate Health Care",29586,"Y","Advocate Aurora Health",72
"6430430",140197,"Methodist Hospital of Chicago",NA,NA,NA,5102,NA,NA,53
"6430545",140281,"Northwestern Memorial Hospital","Y","5990024","Northwestern Memorial Healthcare",53626,"Y","Northwestern Medicine",68
"6430553",140150,"University of Illinois Hospital & Health Sciences System",NA,NA,NA,17984,NA,NA,64
"6430600",140124,"John H. Stroger Jr. Hospital of Cook County","Y","5990016","Cook County Bureau of Health Services",23133,NA,NA,66
"6430660",140151,"Sacred Heart Hospital",NA,NA,NA,3825,NA,NA,58
"6430700",140133,"Holy Cross Hospital",NA,NA,NA,9782,NA,NA,66
"6430710",140095,"Saint Anthony Hospital",NA,NA,NA,7039,NA,NA,67
"6430780",140177,"Jackson Park Hospital and Medical Center",NA,NA,NA,10429,NA,NA,55
"6430830",140083,"Loretto Hospital",NA,NA,NA,6342,NA,NA,63
"6430835",140082,"Louis A. Weiss Memorial Hospital","Y","5990193","Vanguard Health System",7807,"Y","Tenet Healthcare",69
"6430841",140276,"Loyola University Medical Center","Y","5990219","Trinity Health",24496,"N","Trinity Health",69
"6430870",140158,"Mercy Hospital and Medical Center","Y","5990219","Trinity Health",16353,"N","Trinity Health",66
"6430930",140018,"Mount Sinai Hospital","Y","5990284","Sinai Health System",18037,NA,NA,58
"6430964",140251,"Our Lady of the Resurrection Medical Center","Y","5990851","Presence Health",8600,NA,NA,65
"6430965",140206,"Norwegian American Hospital",NA,NA,NA,9246,NA,NA,48
"6430985",140119,"Rush University Medical Center","Y","5993855","Rush University Medical Center",30259,"Y","Rush University Medical Center",71
"6431000",140300,"Provident Hospital of Cook County","Y","5990016","Cook County Bureau of Health Services",2198,NA,NA,66
"6431020",140117,"Resurrection Medical Center","Y","5990851","Presence Health",14479,"Y","Ascension",70
"6431030",140068,"Roseland Community Hospital",NA,NA,NA,5073,NA,NA,61
"6431045",140103,"St. Bernard Hospital and Health Care Center",NA,NA,NA,7594,NA,NA,62
"6431060",140062,"Palos Community Hospital",NA,NA,NA,19968,NA,NA,69
"6431070",140224,"Saint Joseph Hospital","Y","5990851","Presence Health",12724,"Y","Ascension",61
"6431090",140180,"Saints Mary & Elizabeth Medical Center","Y","5990851","Presence Health",22846,"Y","Ascension",68
"6431150",140048,"Advocate Trinity Hospital","Y","5990064","Advocate Health Care",10905,"Y","Advocate Aurora Health",70
"6431160",140181,"South Shore Hospital",NA,NA,NA,4853,NA,NA,63
"6431180",140114,"Swedish Covenant Hospital",NA,NA,NA,14064,NA,NA,65
"6431210",140088,"University of Chicago Medical Center",NA,NA,NA,22797,"Y","University of Chicago Medical Center",66
"6431285",140093,"Provena United Samaritans Medical Center","Y","5990851","Presence Health",6421,NA,NA,65
"6431370",140135,"Decatur Memorial Hospital",NA,NA,NA,11941,NA,NA,69
"6431390",140166,"St. Mary's Hospital","Y","5995355","Hospital Sisters Health System",7145,"Y","Hospital Sisters Health System",62
"6431420",140286,"Kishwaukee Community Hospital","Y","5990149","Kish Health System",6029,"Y","Northwestern Medicine",71
"6431460",140012,"Katherine Shaw Bethea Hospital",NA,NA,NA,4991,NA,NA,76
"6431475",140288,"Advocate Good Samaritan Hospital","Y","5990064","Advocate Health Care",19191,"Y","Advocate Aurora Health",72
"6431511",140275,"Genesis Medical Center, Illini Campus","Y","5990311","Genesis Health System",4585,NA,NA,73
"6431515",140077,"Touchette Regional Hospitals",NA,NA,NA,2778,NA,NA,67
"6431560",140032,"St. Anthony's Memorial Hospital","Y","5995355","Hospital Sisters Health System",7042,"Y","Hospital Sisters Health System",68
"6431600",140217,"Provena Saint Joseph Hospital","Y","5990851","Presence Health",7537,"Y","Ascension",69
"6431610",140030,"Sherman Hospital",NA,NA,NA,14603,"Y","Advocate Aurora Health",71
"6431613",140258,"Alexian Brothers Medical Center","Y","5990198","Ascension Health",20093,"Y","Ascension",66
"6431620",140200,"Elmhurst Memorial Hospital",NA,NA,NA,14439,NA,NA,67
"6431670",140080,"Saint Francis Hospital","Y","5990851","Presence Health",8407,"Y","Ascension",65
"6431690",140179,"Little Company of Mary Hospital and Health Care Centers","Y","5992295","American Province of Little Company of Mary Sisters",13590,NA,NA,72
"6431720",140160,"FHN Memorial Hospital",NA,NA,NA,5038,NA,NA,65
"6431740",140040,"Galesburg Cottage Hospital","Y","5990080","Community Health Systems, Inc.",4504,NA,NA,69
"6431750",140064,"OSF St. Mary Medical Center","Y","5995335","OSF Healthcare System",3704,NA,NA,75
"6431760",141319,"Hammond-Henry Hospital","Y","5990585","HealthTech Management Services",1191,NA,NA,74
"6431765",140211,"Delnor Hospital","Y","5990813","Cadence Health",7172,"Y","Northwestern Medicine",72
"6431782",141317,"Gibson Area Hospital and Health Services",NA,NA,NA,1036,NA,NA,76
"6431790",140292,"Adventist GlenOaks Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",5448,"Y","Advent Health (formerly Adventist Health System (FL))",66
"6431810",140125,"Gateway Regional Medical Center","Y","5990080","Community Health Systems, Inc.",7914,NA,NA,66
"6431825",140137,"Greenville Regional Hospital",NA,NA,NA,1538,"Y","Hospital Sisters Health System",65
"6431830",140210,"Harrisburg Medical Center",NA,NA,NA,2933,NA,NA,70
"6431860",140191,"Ingalls Memorial Hospital",NA,NA,NA,17837,"Y","University of Chicago Medical Center",67
"6431862",141313,"Mason District Hospital",NA,NA,NA,459,NA,NA,79
"6431865",140250,"Advocate South Suburban Hospital","Y","5990064","Advocate Health Care",12168,"Y","Advocate Aurora Health",71
"6431870",140011,"Herrin Hospital","Y","5994175","Southern Illinois Hospital Services",5258,NA,NA,71
"6431880",141336,"St. Joseph's Hospital","Y","5995355","Hospital Sisters Health System",1042,"Y","Hospital Sisters Health System",71
"6431900",141332,"Hillsboro Area Hospital","Y","5990585","HealthTech Management Services",576,NA,NA,75
"6431920",140122,"Adventist Hinsdale Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",12842,"Y","Advent Health (formerly Adventist Health System (FL))",70
"6431926",140290,"St. Alexius Medical Center","Y","5990198","Ascension Health",18032,"Y","Ascension",71
"6431970",140058,"Passavant Area Hospital",NA,NA,NA,3770,NA,NA,65
"6431975",140059,"Jersey Community Hospital",NA,NA,NA,1396,NA,NA,74
"6431990",140007,"Provena Saint Joseph Medical Center","Y","5990851","Presence Health",24508,"Y","Ascension",73
"6432000",140213,"Silver Cross Hospital",NA,NA,NA,14902,NA,NA,69
"6432025",140186,"Riverside Medical Center",NA,NA,NA,11816,NA,NA,64
"6432030",140155,"Provena St. Mary's Hospital","Y","5990851","Presence Health",7281,"Y","Ascension",70
"6432045",140234,"Illinois Valley Community Hospital",NA,NA,NA,2733,NA,NA,73
"6432055",140065,"Adventist La Grange Memorial Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",8626,"Y","Advent Health (formerly Adventist Health System (FL))",68
"6432060",140130,"Northwestern Lake Forest Hospital","Y","5990024","Northwestern Memorial Healthcare",9024,"Y","Northwestern Medicine",69
"6432080",140202,"Advocate Condell Medical Center","Y","5990064","Advocate Health Care",17386,"Y","Advocate Aurora Health",68
"6432090",141322,"Abraham Lincoln Memorial Hospital","Y","5990086","Memorial Health System",1046,NA,NA,73
"6432120",141350,"St. Francis Hospital","Y","5995355","Hospital Sisters Health System",1508,"Y","Hospital Sisters Health System",72
"6432127",140116,"Centegra Hospital - McHenry","Y","5990298","Centegra Health System",10369,NA,NA,69
"6432137",140089,"McDonough District Hospital",NA,NA,NA,2214,NA,NA,71
"6432165",140184,"Heartland Regional Medical Center","Y","5990080","Community Health Systems, Inc.",6444,NA,NA,67
"6432180",140289,"Anderson Hospital",NA,NA,NA,7578,NA,NA,65
"6432200",140240,"Westlake Hospital","Y","5990193","Vanguard Health System",8146,"Y","Tenet Healthcare",65
"6432225",141310,"Mendota Community Hospital",NA,NA,NA,877,NA,NA,74
"6432270",141318,"OSF Holy Family Medical Center","Y","5995335","OSF Healthcare System",483,NA,NA,74
"6432300",140101,"Morris Hospital & Healthcare Centers",NA,NA,NA,4147,NA,NA,74
"6432320",140046,"Good Samaritan Regional Health Center","Y","5995455","SSM Health Care",6581,"Y","SSM Health",72
"6432335",140294,"Crossroads Community Hospital","Y","5990080","Community Health Systems, Inc.",1889,NA,NA,70
"6432340",141334,"St. Joseph Memorial Hospital","Y","5994175","Southern Illinois Hospital Services",875,NA,NA,82
"6432350",140231,"Edward Hospital",NA,NA,NA,20254,NA,NA,72
"6432413",140208,"Advocate Christ Medical Center","Y","5990064","Advocate Health Care",40767,"Y","Advocate Aurora Health",73
"6432420",140063,"Rush Oak Park Hospital","Y","5996745","Wheaton Franciscan Healthcare",4383,"Y","Rush University Medical Center",71
"6432430",140049,"West Suburban Medical Center","Y","5990193","Vanguard Health System",10208,"Y","Tenet Healthcare",68
"6432435",140008,"Gottlieb Memorial Hospital","Y","5990219","Trinity Health",8409,"N","Trinity Health",68
"6432445",140147,"Richland Memorial Hospital",NA,NA,NA,2989,NA,NA,73
"6432480",140110,"Ottawa Regional Hospital and Healthcare Center",NA,NA,NA,3693,NA,NA,72
"6432485",140252,"Northwest Community Hospital",NA,NA,NA,24225,NA,NA,67
"6432500",141320,"Paris Community Hospital","Y","5990317","Alliant Management Services",511,NA,NA,69
"6432530",140120,"Pekin Hospital","Y","5990002","QHR",4016,"Y","UnityPoint Health",74
"6432570",140209,"Methodist Medical Center of Illinois","Y","5990061","Iowa Health System",15638,"Y","UnityPoint Health",74
"6432615",140013,"Proctor Hospital",NA,NA,NA,6544,"Y","UnityPoint Health",67
"6432620",140067,"OSF Saint Francis Medical Center","Y","5995335","OSF Healthcare System",29850,NA,NA,71
"6432635",141307,"Pinckneyville Community Hospital",NA,NA,NA,564,NA,NA,70
"6432640",141315,"Illini Community Hospital",NA,NA,NA,640,NA,NA,82
"6432670",140161,"OSF Saint James - John W. Albrecht Medical Center","Y","5995335","OSF Healthcare System",1545,NA,NA,67
"6432730",141348,"Red Bud Regional Hospital","Y","5990080","Community Health Systems, Inc.",1352,NA,NA,64
"6432739",141343,"Crawford Memorial Hospital","Y","5990002","QHR",1146,NA,NA,75
"6432750",141312,"Rochelle Community Hospital",NA,NA,NA,541,NA,NA,77
"6432780",140239,"Rockford Memorial Hospital",NA,NA,NA,13719,"Y","Mercyhealth (WI)",69
"6432800",140233,"OSF Saint Anthony Medical Center","Y","5995335","OSF Healthcare System",10418,NA,NA,72
"6432810",140228,"SwedishAmerican Hospital",NA,NA,NA,17691,NA,NA,71
"6432900",141345,"Salem Township Hospital",NA,NA,NA,1044,NA,NA,79
"6432910",141340,"Valley West Community Hospital","Y","5990149","Kish Health System",1194,"Y","Northwestern Medicine",73
"6432930",140019,"Shelby Memorial Hospital",NA,NA,NA,1096,"Y","Hospital Sisters Health System",71
"6432936",140051,"NorthShore University Health System Skokie Hospital","Y","5990470","NorthShore University HealthSystem",10414,NA,NA,62
"6432940",141349,"Sparta Community Hospital",NA,NA,NA,985,NA,NA,77
"6432950",140148,"Memorial Medical Center","Y","5990086","Memorial Health System",24496,NA,NA,72
